title,description,id_mode,price,id_category,address_description,google_maps,latitude,longitude,dimension,services,amenities,county,district,currency,zone,Province,Pisos,Terraza,Habitaciones,Huéspedes,Camas,Baños,Piso,Tamaño,tipoComercial,Casas,Húespedes,Jardín,Niveles,Balcón o Terraza,Cantidad de parrillas,Azotea,Área social,Disponible desde,Cantidad de piscinas,tipoFinca,tipoTerreno,Dimensión,Tipo de terreno,Zonificación,Balcón
ALQUILER OFICINA SABANA,"ALQUILER DE OFICINA  EN SABANA (ROHRMOSER NUNCIATURA NORTE)
Edificio de oficinas de dos plantas en excelente zona, con aprox. 550 metros cuadrados de construcción –
Totalmente amoblado.
Ideal para oficinas, administrativas, centro de llamadas, etc. 
Con “USO DE SUELO” para actividades administrativas otorgado por la MSJ.. 
Aire acondicionado en ambos pisos.
Salidas UTP (fibra óptica) para 85+ estaciones con voltaje regulado, etc.
Aislamiento sónico y térmico sobre el cielo suspendido y bajo el techo, en 2° piso.
Muro frontal de segundo piso en vidrio refractario.
Cielos suspendidos en la totalidad del inmueble.
Piso cerámico en la totalidad del inmueble.
Iluminación con luminarias cuádruples fluorescentes modernas en todo el inmueble.
Construcción antisísmica.
6 Oficinas privadas en primer piso (5 con servicio sanitario y lavatorio), área de recepción y sus respectivos muebles.
Total 12 servicios sanitarios en el inmueble.
Casetas de vigilancia y retrete, ambos con sus puertas metálicas de seguridad
Puertas de acceso al inmueble con cerraduras eléctricas
Seis parqueos dentro de la propiedad, más (12+ autos al frente en calle pública disponible)
Dos áreas de comedor/cocina con sus gabinetes, fregadero, meras y sillas, refrigeradoras, nicho para microondas, ( uno en cada piso )
Cortinas verticales y venecianas horizontales en todas las ventanas.
$6.000 / Mes   ----     Negociable    
EQUIPO ADICIONAL a convenir :
Planta eléctrica para emergencias (Gas LP), , Mobiliario y equipo para operar centro de llamadas: ( 75 cubículos con sus sillas giratorias, servidores, sistemas de cómputo, etc.)     Mobiliario para Sala de Sesiones: (mesa, sillones, estantes), Mobiliario de recepción: (escritorios, sillas, sofá), etc.
Yo te asesoro🏬
   Puedes comunicarte al 
WA.Me/50670502236 
#realestatecostarica #realestatecr #costarica #sabana #apartamentoscr #torrescostarica #bienesraicescr #bienesarices #realtorscr #apartamentos #edificioscr #skygarden #babyloncore  #airbnbcr #alquileresensabana #Scretapartamentos #Iconnia  #hiltonsabana  
#estadiosabana",2,3059520.0,9,"ROHRMOSER NUNCIATURA NORTE, Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.9420456,-84.1139429",9.9420456,-84.1139429,550m²,,,Cantón de San José,Pavas,CRC,,,,,,,,,,550.0,OFICINA,,,,,,,,,,,,,,,,
VENTA DE PENTHOUSE SABANA OESTE,"Lujoso Penthouse en Metropolitan Tower en Sabana Oeste a precio de oportunidad. 
Viví en una de las zonas más exclusivas de Costa Rica con impresionantes vistas y comodidades. 
Mide totL de 549m2 
Precio: $780.000
Con avalúo de $1,100.000
3 Cuartos | 3.5 Baños |
Cada uno con Walkin closet y baño propio el principal con baño de vapor 
1 cuarto de servicio con baño completo 
Cocina con Isla 
Cuenta con línea blanca 
Plantilla. Horno y refrigerador 
Terraza propia 
Patio área de lavado 
3 parqueos 
1 bodega 
 Rooftop privado | 3 pisos | 
Distribucion 2 pisos y en el tercer piso queda la azotea privada con vistas 360 
 Seguridad 24/7 | Amenidades 
Amenidades: 
- Cuarto de billar 
- Lounge
- Piscina 
- Gimnasio 
- Área BBQ 
- Cuarto de niños 
Mide totL de 549m2 
Precio: $780.000
Con avalúo de $1,100.000
Yo te asesoro🏬
   Puedes comunicarte al 
WA.Me/50670502236 
#penthouseforsale #metropolitantower 
#realestatecostarica #realestatecr #costarica #sabana #apartamentoscr #torrescostarica #bienesraicescr #bienesarices #realtorscr #apartamentos #edificioscr #skygarden #babyloncore  #airbnbcr #alquileresensabana #Scretapartamentos #Iconnia  #hiltonsabana  
#estadiosabana",1,560912000.0,1," Metropolitan Tower en Sabana Oeste, Mata Redonda, 10108, San José, Costa Rica","https://www.google.com/maps?q=9.9354868,-84.1029124",9.9354868,-84.1029124,549m²,estufa,"seguridad 24 horas, piscina, sala y comedor, estacionamiento, jardín o parque, vista a las montañas",Cantón de San José,Mata Redonda,CRC,,,,,3.0,,,3.0,,549.0,,,,,,,,,,,,,,,,,
VENTA O ALQUILER DEPARTAMENTO ,"Venta o Alquiler Apartamento en Residencias Paradissus
78.4 m2
2 habitaciones
2 Baños
Espacio de lavado
Balcón con malla (para mascotas o niños) frente al parque
Clóset en el cuarto principal renovado
Bodega piso 2
Parqueo tandem para 2 vehículos
Amenidades:
Gimnasio
Piscina semi olímpica 
Sala de eventos
Sala de juegos
Amplias áreas verdes
Senderos
Seguridad 24x7
Ubicación muy segura y privada 
Precio de venta: $185K Negociable
Precio de Alquiler: $1450
Yo te asesoro🏬
   Puedes comunicarte al 
WA.Me/50670502236 
Soho Paradisus 
#realestatecostarica #realestatecr #costarica #sabana #apartamentoscr #torrescostarica #bienesraicescr #bienesarices #realtorscr #apartamentos #edificioscr #skygarden #babyloncore  #airbnbcr #alquileresensabana #Scretapartamentos #Iconnia  #hiltonsabana  
#estadiosabana",1,94335200.0,2,"Residencias Paradissus, Mata Redonda, 10108, San José, Costa Rica","https://www.google.com/maps?q=9.9354868,-84.1029124",9.9354868,-84.1029124,74.8m²,,"piscina, jardín o parque, seguridad 24 horas, sala y comedor, desayunador, estacionamiento",Cantón de San José,Mata Redonda,CRC,,,,,2.0,,,2.0,,74.8,,,,,,,,,,,,,,,,,
ALQUILER DE LOCAL EN ROHRMOSER,"Locales Disponibles en Alquiler triangulo de Rohrmoser 
Tenmos dos locales disponibles en alquiler. 
 El central a USD1400+IVA y el del extremo derecho a $1350+IVA
Ambos tienen 65 ?m2 de primer piso y con un mezzanine liviano de 45m2. 
 No hay cuota de mantenimiento y cada quién es responsable de su servicio de agua, luz y comunicaciones
Más informes WhatsApp 70502236",2,713888.0,9,"TRIANGULO ROHRMOSER, Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.9420456,-84.1139429",9.9420456,-84.1139429,65m²,,,Cantón de San José,Pavas,CRC,,,,,,,,,,65.0,Local Comercial,,,,,,,,,,,,,,,,
VENTA DE TERRENO SABANILLA ,"Se vende Terreno en Sabanilla de Montes de Oca  uso de suelo residencial se puede construir hasta 3 pisos 
Precio 150  millones de colones  962m2 
Informes 70502236",1,150000000.0,10,"SABANILLA, Sabanilla, 11502, San José, Costa Rica","https://www.google.com/maps?q=9.9447846,-84.032736",9.9447846,-84.032736,962m²,,,Cantón de Montes de Oca,Sabanilla,CRC,,,,,,,,,,962.0,,,,,,,,,,,,,,,,,
VENTA DE CASA EN ROHRMOSER,"Vendo hermosa y espaciosa casa en Rohmoser, Cerca de la Embajada de USA
Esquinera, 345mts cuadrados
$367,500
 Sala Comedor
Cocina 28mts, 
oficina
Terraza interior, Terraza exterior, 
4 dormitorios, 
Walkin closet 
3 baños completos, 
2 salas de televisión
Garaje para 2 carros, 
Lavandería 
Información 70502236",1,187395600.0,1,"Rohmoser, Cerca de la Embajada de USA, Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.9420456,-84.1139429",9.9420456,-84.1139429,345m²,,"Walk-in-closet, estacionamiento, sala y comedor, desayunador",Cantón de San José,Pavas,CRC,,,,,4.0,,,3.0,,345.0,,,,,,,,,,,,,,,,,
VENTA DE CASA EN ROHRMOSER ,"Venta de hermosa Casa en Rohrmoser 
La casa tiene un terreno de 325 m² y 500 m de construcción.
En la primer planta tiene:
-sala principal,
-cocina,
-despensa,
-cuarto de servicio con baño,
-baño de visitas,
-sala multi uso de 12,5 mts. x 12 mts con espacio suficiente para: (comedor, sala de tv, mesa de ping pong, mesa de billar, gimnasio, bar y asador),
-cuarto pilas con tendedero,
-tanque de captación para agua potable,
-garaje para 4 carros.
En la segunda planta tiene:
-3 cuartos,
-sala televisión, 
-1 baño compartido para 2 cuartos,
-baño principal con jacuzzi y clóset y 
-bodega en el cielo raso.
Precio $350,000.00.
Informes 70502236",1,178472000.0,1,"ROHRMOSER , Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.9420456,-84.1139429",9.9420456,-84.1139429,325m²,,"desayunador, sala y comedor, estacionamiento",Cantón de San José,Pavas,CRC,,,2.0,,3.0,,,2.0,,325.0,,,,Sí,,,,,,,,,,,,,
SE ALQUILA EN ROHRMOSER VIA 74,"Se alquila apartamento en Rohrmoser, Nunciatura vía 74
Precio con línea blanca $1300  
Precio amoblado $1450
1 habitación con walking closet 
1 baño completo 
Cocina con muebles aéreos 
Sala 
Comedor
Área de lavado para torre 
Ventanas de piso a cielo con hermosas vistas 
Dos parqueos tipo tándem 
70m2 habitables 
Amenidades:
Gimnasio
Casa Club
Piscina
Área de BBQ
Precio: $1,300 con línea blanca,
 $1450 amoblado  +  deposito mismo monto del alquiler
Informes al 70502236",2,739384.0,7,"Rohrmoser, Nunciatura vía 74, Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.9420456,-84.1139429",9.9420456,-84.1139429,72m²,estufa,"desayunador, sala y comedor, estacionamiento, gimnasio, piscina",Cantón de San José,Pavas,CRC,,,,,1.0,,,1.0,,72.0,,,,,,,,,,,,,,,,,
CONDOMINIO LOMAS DE SAN RAFAEL ,"🔰$1500 CONDOMINI
🔰$1500 CONDOMINIO LOMAS DE SAN RAFAEL 🔰SAN RAFAEL DE ESCAZÚ 
🔰2 HABITACIONES 2 BAÑOS COMPLETOS 1 PARQUEO TECHADO
APARTAMENTO REMODELADO 
77 METROS CUADRADOS HABITABLES 
INCLUYE LÍNEA BLANCA 
PISO 3
SEGURIDAD PRESENCIAL 24 HORAS 
PISCINA 
RANCHO 
PLAY PARA NIÑOS 
EXCELENTE UBICACIÓN
Hablemos, agendemos una cita 🏬
   Puedes comunicarte al 
WA.Me/50670502236 
 Alien Realty 
CCCBR # 3779
#realestatecostarica #realestatecr #costarica 
#InmobiliariaCostaRica #inversionescostarica #BienesRaícesCR #homesweethomecr #propiedadesdelujocr #MudanzaCostaRica #mansionsluxury #MansionesCostaRica
#alquiler #fbreelsfypシ゚viralシ #fypシ゚",2,763470.0,2,"SAN RAFAEL , ESCAZU, San Rafael, 10203, San José, Costa Rica","https://www.google.com/maps?q=9.9299595,-84.1360589",9.9299595,-84.1360589,77m²,estufa,"seguridad 24 horas, piscina, desayunador, sala y comedor, estacionamiento, jardín o parque",Cantón de Escazú,San Rafael,CRC,,,,,2.0,,,2.0,3.0,77.0,,,,,,,,,,,,,,,,,
VENTA CASA EN CODOMINIO PAVAS,"🔷️SE VENDE FOR SALE 
CASA EN CODOMINIO  DE UN NIVEL EN PAVAS  2 HABITACIONES Y ESPACIO PARA HACER UN TERCERO EN SEGUNDO PISO . 
- Precio de venta: US$72.⁠900 
- 70 M2  
- 2 habitaciones 
- 1 Baño 
- 1 Garaje  
Hablemos, agendemos una cita 🏬
   Puedes comunicarte al 
WA.Me/50670502236 
 Alien Realty 
CCCBR # 3779
#realestatecostarica #realestatecr #costarica 
#InmobiliariaCostaRica #inversionescostarica #BienesRaícesCR #homesweethomecr #propiedadesdelujocr #MudanzaCostaRica #mansionsluxury #MansionesCostaRica
#alquiler #fbreelsfypシ゚viralシ #fypシ゚ ",1,37104642.0,1,"PAVAS, Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.9481032,-84.134977",9.9481032,-84.134977,70m²,,estacionamiento,Cantón de San José,Pavas,CRC,,,,,2.0,,,1.0,,70.0,,,,,,,,,,,,,,,,,
VENTAA DE CASAS GEMELAS ,"📍EXCLUSIVA .                                                                                                                                                                      SE VENDEN CASAS GEMELAS EN ROHRMOSER LA FAVORITA SUR.
Precio venta
US$700,000
Detalles del inmueble
Ubicación: Pavas, San José, Costa Rica
Dirección: Rohmoser
Tipo de inmueble: Dos Casas en una sola propiedad. 
Área Construida: 700 M2
Área Terreno: 500 M2
Habitaciones: 8
Baños: 4
Garaje: 10
Piso: 2
             Ambas casas se encuentran alquiladas . 
Hablemos, agendemos una cita 🏬
   Puedes comunicarte al 
WA.Me/50670502236 
 Alien Realty 
CCCBR # 3779
Manuel 
#realestatecostarica #realestatecr #costarica 
#InmobiliariaCostaRica #inversionescostarica #BienesRaícesCR #homesweethomecr #propiedadesdelujocr #MudanzaCostaRica #mansionsluxury #MansionesCostaRica
#alquiler #fbreelsfypシ゚viralシ #fypシ゚",1,356286000.0,1,"ROHRMOSER LA FAVORITA SUR, Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.9420456,-84.1139429",9.9420456,-84.1139429,500m²,,,Cantón de San José,Pavas,CRC,,,,,8.0,,,4.0,,500.0,,,,,,,,,,,,,,,,,
VENTA DE CASA EN TIBAS,"SE VENDE CASA CON TERRENO AMPLIO *PRECIO NEGOCIABLE*
EN TIBAS POR PLAZA San juan 
Terreno: 520 m2
Construcción: 250 m2/ una sola planta sin escaleras
Habitaciones: 3
Baños: 3.5 baños
Salas: 2
Cocina: 1
Cuarto de Pila: 1
Patio: 1
Jardín frontal: 1
Jardín interno: 1
Bodega tipo ático: 1
Hablemos, agendemos una cita 🏬
   Puedes comunicarte al 
WA.Me/50670502236 
 Alien Realty 
CCCBR # 3779
#realestatecostarica #realestatecr #costarica 
#InmobiliariaCostaRica #inversionescostarica #BienesRaícesCR #homesweethomecr #propiedadesdelujocr #MudanzaCostaRica #mansionsluxury #MansionesCostaRica
#alquiler #fbreelsfypシ゚viralシ #fypシ゚",1,150000000.0,1,"POR PLAZA San juan , San José, Costa Rica","https://www.google.com/maps?q=9.95713945,-84.08216271217454",9.95713945,-84.08216271217454,520m²,,"sala y comedor, desayunador, jardín o parque",Cantón de Tibás,,CRC,,,,,3.0,,,3.0,,520.0,,,,Sí,,,,,,,,,,,,,
OPORTUNIDAD DE ALQUILER OFICINA,"💥¡OPORTUNIDAD UNICA DE ALQUILER DE OFICINA!
SABANA POR CANAL 7 
Precio: $2,000 + impuestos
📍Ubicación privilegiada, a solo minutos de Canal 7. Este espacioso y funcional inmueble de aproximadamente 160 m² es ideal para empresas que buscan un ambiente profesional y bien distribuido.
📌Características del inmueble:
Primera planta:
Amplia recepción que crea una excelente primera impresión.
1 baño para comodidad de los empleados y visitantes.
Bodega para almacenamiento adicional.
Oficina mediana que ofrece privacidad y versatilidad.
Segunda planta:
2 oficinas pequeñas perfectas para trabajo individual o reuniones breves.
2 oficinas medianas, ideales para equipos de trabajo o gestión.
1 baño adicional para comodidad y funcionalidad.
Ventajas:
Excelente ubicación: cerca de Canal 7, con fácil acceso a transporte y servicios.
Espacios bien iluminados y distribuidos, pensados para fomentar la productividad.
Ideal para empresas de todos los tamaños, desde pequeñas hasta medianas.
No pierdas la oportunidad de establecer tu empresa en este moderno y cómodo espacio.
 ¡Contáctanos hoy para más detalles o para agendar una visita! 🏬
   Puedes comunicarte al 
WA.Me/50670502236 
 Alien Realty 
CCCBR # 3779
#realestatecostarica #realestatecr #costarica 
#InmobiliariaCostaRica #inversionescostarica #BienesRaícesCR #homesweethomecr #propiedadesdelujocr #MudanzaCostaRica #mansionsluxury #MansionesCostaRica
#alquiler #fbreelsfypシ゚viralシ #fypシ゚",2,1019000.0,9,"SABANA POR CANAL 7 , Mata Redonda, 10108, San José, Costa Rica","https://www.google.com/maps?q=9.9354868,-84.1029124",9.9354868,-84.1029124,160m²,,,Cantón de San José,Mata Redonda,CRC,,,,,,,,,,160.0,Oficina,,,,,,,,,,,,,,,,
SE VENDE BELLA CASA TIPO LOFT,"SE VENDE BELLA CASA TIPO LOFT EN LOMAS DE AYARCO SUR 
125 millones de colones 
Área del Lote:
150 m2
Área de Construcción: 253 m2
1 Dormitorio principal de lujo 🛁 – Gran tamaño, balcón, jacuzzi y walk in closet
Espacio para 2 o 3 vehículos 
Área de bar,  jardín
vivir en esta casa tipo Loft en Ayarco Sur, cerca del Parque del Recuerdo, tiene muchas ventajas. Aquí te dejo 10 razones para considerarla:
🏡 Diseño y Espacio Único
1. Arquitectura creativa y eficiente 🎨 – La distribución de 4 niveles con decks internos y un domo gigante transparente brinda una sensación de amplitud y libertad.
2. Ambientes acogedores y diferentes ✨ – No es una casa convencional; su diseño fuera de lo común la hace especial y con un estilo único.
3. Aprovechamiento inteligente del espacio 📏 – Cada área está bien distribuida para optimizar el uso del hogar sin perder comodidad.
🌿 Ubicación y Entorno
4. Zona tranquila y segura 🔒 – Alejada del ruido y el tráfico intenso, ideal para descansar sin molestias.
5. Rodeada de parques y naturaleza 🌳 – Perfecta para el ejercicio, paseos en familia y actividades al aire libre.
6. Ambiente ideal para niños 👦👧 – Espacios seguros y abiertos que fomentan el juego saludable y evitan problemas de ansiedad o sedentarismo.
🛏️ Comodidad y Funcionalidad
7. Dormitorio principal de lujo 🛁 – Gran tamaño, balcón, jacuzzi y clóset vestidor, todo diseñado para el máximo confort.
8. Espacios sociales versátiles 🍷 – Área de bar, sala o jardín interior, ideal para reuniones o momentos de relajación.
9. Parqueo amplio 🚗 – Espacio para 2 o 3 vehículos, algo clave en zonas urbanas.
💰 Valor y Exclusividad
10. Oportunidad única en el mercado 🏆 – Casas con este diseño y características no son comunes, lo que la convierte en una propiedad exclusiva y atractiva.
Si buscas un hogar único, seguro, con diseño innovador y rodeado de naturaleza, ¡esta casa en Ayarco Sur es para ti! 
Hablemos, agendemos una cita 🏬
   Puedes comunicarte al 
WA.Me/50670502236 
 Alien Realty 
CCCBR # 3779
#realestatecostarica #realestatecr #costarica 
#InmobiliariaCostaRica #inversionescostarica #BienesRaícesCR #homesweethomecr #propiedadesdelujocr #MudanzaCostaRica #mansionsluxury #MansionesCostaRica
#alquiler #fbreelsfypシ゚viralシ #fypシ゚",1,125000000.0,1,"LOMAS DE AYARCO SUR , Sánchez, 11803, San José, Costa Rica","https://www.google.com/maps?q=9.9085405,-84.0238381",9.9085405,-84.0238381,150m²,,"sala y comedor, desayunador, estacionamiento, jardín o parque, piscina",Cantón de Curridabat,Sánchez,CRC,,,,Sí,3.0,,,2.0,,150.0,,,,Sí,,,,,,,,,,,,,
SE VENDE O ALQUILA CASA ,"ALQUILER $3,250 CON LINEA BLANCA
PRECIO VENTA $650,000. 
350m2
Se Vende o Se Alquila Casa independiente en Residencial Río Oro Santa Ana muy seguro ,
 la casa es de una sola planta , 
consta cochera para 2 carros afuera para otros 2 más, 
tiene 3 cuartos y una oficina o bien se puede como una habitación más, 
tiene 4 baños y medios , 
cocina espaciosa en muebles de granito , 
Tiene  piscina, 
metros de construcción 350.
 ESTA  incluido el mantenimiento de áreas verdes y la piscina.
Precio de venta $650.000
Hablemos, agendemos una cita 🏬
   Puedes comunicarte al 
WA.Me/50670502236 
 Alien Realty 
CCCBR # 3779
GM
#realestatecostarica #realestatecr #costarica 
#InmobiliariaCostaRica #inversionescostarica #BienesRaícesCR #homesweethomecr #propiedadesdelujocr #MudanzaCostaRica #mansionsluxury #MansionesCostaRica
#alquiler #fbreelsfypシ゚viralシ #fypシ゚",1,331175000.0,1," Río Oro Santa Ana, San José, Costa Rica","https://www.google.com/maps?q=9.918215,-84.19161021849993",9.918215,-84.19161021849993,350m²,,"desayunador, sala y comedor, estacionamiento, jardín o parque, piscina, vista a las montañas",Cantón de Santa Ana,,CRC,,,1.0,No,3.0,,,4.0,,350.0,,,,No,,,,,,,,,,,,,
VENTA DE CASA EN LA GUACIMA ,"SE VENDE HERMOSA CASA EN GUACIMA DE ALAJUELA 
PRECIO.  $210000
Area: 161 m
2 plantas
3 habitaciones, una en planta baja y dos en planta alta, todas con closet
3 baños completos, uno en planta baja y dos en planta alta, con puertas de vidrio y espejos
3 parqueos techados
2 salas de televisión, una en primer piso con cedazo y con pared lateral, otra en segundo piso
1terraza en adoquín
1 cuarto de pilas
1 bodega
Esquinera, separada de vecinos
Entrada lateral con portón al jardin
Jardín lateral con orilla en piedra y adoquín
Tapia y malla con planta natural alrededor de la casa
Cocina con mueble inferior y aéreo, desayunador en cuarzo
Ventanas con cedazo corredizo y con persianas dobles
Áreas comunes:
Piscina
Zonas verdes
Parque para mascotas
Casa club
Playground
Gimnasio
Cancha futbol
Cerca de:
Pali
Automercado
Farmacia Fischel, la Bomba, Farmavalue
Pizza Hut, Pizza papa Johns
Pops
Pinturas Sur, Lanco
Importadora Monge
Almacén Gollo
Gasolinera
Carnicerias
Panaderias
Verdulerias
Floristerias
Iglesia católica
Restaurantes y Bares
Viveros
Hablemos, agendemos una cita 🏬
   Puedes comunicarte al 
WA.Me/50670502236 
 Alien Realty 
CCCBR # 3779
Carmen 
#realestatecostarica #realestatecr #costarica 
#InmobiliariaCostaRica #inversionescostarica #BienesRaícesCR #homesweethomecr #propiedadesdelujocr #MudanzaCostaRica #mansionsluxury #MansionesCostaRica
#alquiler #fbreelsfypシ゚viralシ #fypシ゚",1,106995000.0,1,"GUACIMA, Guácima, 20105, Alajuela, Costa Rica","https://www.google.com/maps?q=9.9609089,-84.2560264",9.9609089,-84.2560264,161m²,"lavadora, secadora","desayunador, sala y comedor, estacionamiento, jardín o parque, piscina, vista a las montañas",Cantón de Alajuela,Guácima,CRC,,,2.0,No,3.0,,,3.0,,161.0,,,,Sí,,,,,,,,,,,,,
ALQUILER APARTAMENTO SABANA SUR,"ALQUILER DE APARTAMENTO DE 1 HABITACION - UBICACIÓN TRANQUILA✨
🌟 Ubicación: Cerca de Torre Universal, Sabana Sur
💰 Precio: ₡220,000 + ₡10,000 de agua mensual
💵 Depósito: ₡220,000 (mismo monto que el alquiler)
🔑 Detalles del Apartamento:
🏡 Apartamento de 1 habitación
🏢 Complejo de apartamentos en primer piso
🚗 Parqueo privado
🛡️ Vigilancia 24/7 incluida
NO SE ACEPTA MASCOTAS 
Comodidades:
🌿 Sala luminosa
🍴 Cocina integrada
🚿 Baño completo
¡Ideal para quienes buscan tranquilidad en plena ciudad! 🌆✨
Contáctanos para más información o agendar tu visita. 📞
Hablemos, agendemos una cita 🏬
   Puedes comunicarte al 
WA.Me/50670502236 
 Alien Realty 
CCCBR # 3779
#realestatecostarica #realestatecr #costarica 
#InmobiliariaCostaRica #inversionescostarica #BienesRaícesCR #homesweethomecr #propiedadesdelujocr #MudanzaCostaRica #mansionsluxury #MansionesCostaRica
#alquiler #fbreelsfypシ゚viralシ #fypシ゚",2,220000.0,2,"Acera Sabana Sur, Mata Redonda, 10108, San José, Costa Rica","https://www.google.com/maps?q=9.9329781,-84.1008031",9.9329781,-84.1008031,37m²,,"desayunador, sala y comedor, estacionamiento, seguridad 24 horas",Cantón de San José,Mata Redonda,CRC,,,,,1.0,,,1.0,,37.0,,,,,,,,,,,,,,,,,
VENTA DE APARTAMENTO ,"¡Excelente oportunidad de compra! 
Hermoso apartamento en torre, ubicado a solo 600 metros del Colegio Humboldt.
Características del apartamento
Área total**: 115 m² (100 m² habitables)  
Piso #3  
Habitaciones  2 espaciosas habitaciones  
Baños 2 baños completos, totalmente remodelados  
Oficina/Bodega.  Espacio adicional ideal para oficina o bodega  
Cochera.  1 espacio de estacionamiento
Detalles adicionales
Sala y comedor. Amplios y luminosos  
Cocina: Totalmente remodelada, con plantilla empotrada  
- **Cuarto de pilas**: Remodelado con área de lavado, incluye lavadora y secadora a gas  
- **Aires acondicionados**: En la habitación principal y en la sala/comedor  
- **Piso**: Instalación reciente de SPC hidrófugo, con garantía de 5 años  
- **Terraza**: Espacio al aire libre ideal para disfrutar del exterior  
- **Seguridad**: Cerradura electrónica en la puerta principal
**Extras incluidos**:  
- **Cortinas enrollables** de Canet  
- **Papel tapiz** en la sala y comedor, aportando un toque moderno  
- **Pantalla de 65 pulgadas** incluida (el nicho fue diseñado especialmente para este tamaño)
Este apartamento es perfecto para quienes buscan comodidad, estilo y ubicación estratégica. ¡Contáctanos para más detalles y agendar tu visita!
Hablemos, agendemos una cita 🏬
   Puedes comunicarte al 
WA.Me/50670502236 
 Alien Realty 
CCCBR # 3779
#realestatecostarica #realestatecr #costarica 
#InmobiliariaCostaRica #inversionescostarica #BienesRaícesCR #homesweethomecr #propiedadesdelujocr #MudanzaCostaRica #mansionsluxury #MansionesCostaRica
#alquiler #fbreelsfypシ゚viralシ #fypシ゚",1,119732500.0,2,"600 METROS DEL Colegio Humboldt, Hospital, 10103, San José, Costa Rica","https://www.google.com/maps?q=9.9325427,-84.0795782",9.9325427,-84.0795782,115m²,"lavadora, secadora","desayunador, sala y comedor, estacionamiento, jardín o parque",Cantón de San José,Hospital,CRC,,,,,2.0,0.0,,2.0,3.0,115.0,,,,,,,,,,,,,,,,,Sí
VENTA DE CASA EN GRAVILIAS,"¡Gran oportunidad! Casa en venta en Gravilias a precio único 🏡✨
Área de lote: 120 m2
Construcción: 140 m2
Dormitorio: 3
Garajes: 1
Baños: 2
¢ 70,000,000
Ubicada cerca de las bodegas de depósito Las Gravilias, esta casa ofrece seguridad, comodidad y gran potencial. Con cochera 🚗, sala amplia, 3 habitaciones (una con baño propio), cocina 🍳, y patio techado 🌿. Además, cuenta con un segundo piso al 40% de construcción, ideal para un apartamento independiente. 🛠️
¡Aprovecha esta oportunidad de inversión con mucho potencial! 💼💡 Contáctanos para más información. 📞
7050 2236  whatsapp 
Rocio 
#OportunidadUnica #CasaEnVenta #Gravilias #InversionSegura #CasaConPotencial  #InversionInmobiliaria",1,70000000.0,1,"Gravilias, Gravilias, 10312, San José, Costa Rica","https://www.google.com/maps?q=9.8935657,-84.0592484",9.8935657,-84.0592484,140m²,,,Cantón de Desamparados,Gravilias,CRC,,,,,3.0,,,2.0,,140.0,,,,,,,,,,,,,,,,,
VENTA CASA EN ROHRMOSER,"✨ ¡Oportunidad única en Rohmoser! ✨
        ✨️Se Vende ✨️
🏡 Apartamento de 58m² en condominio, 2 habitaciones, 1 baño completo y 1 parqueo. ¡A solo pasos del Parque Bellavista! 🌳
💰 Precio: ₡45 millones
🚗 ¡Aceptamos 4x4 como parte de pago! (Dependiendo de características)
¡No pierdas la oportunidad de vivir en una zona tranquila y segura! 🌟
📲 Contáctanos: WA.Me/50670502236
Alien Realty 🏡
#RealEstateCostaRica #BienesRaícesCR #ViviendaCR #InversionesCostaRica #MudanzaCostaRica",1,45000000.0,1,"ROHRMOSER , Pavas, 10109, San José, Costa Rica","https://www.google.com/maps?q=9.9420456,-84.1139429",9.9420456,-84.1139429,58m²,,"estacionamiento, sala y comedor, desayunador",Cantón de San José,Pavas,CRC,,,,,2.0,,,1.0,,58.0,,,,,,,,,,,,,,,,,
VENTA PROPIEDAD AGUAS ZARCAS,"¡SE VENDE PROPIEDAD EN AGUAS ZARCAS! 🏡🌟
¡DOS PROPIEDADES EN UNA!
💼 HOTEL CON 10 HABITACIONES COMPLETAMENTE EQUIPADAS
🍽️ RESTAURANTE TOTALMENTE EQUIPADO
🌿 Espacio de 800m² para tu nuevo emprendimiento
💰 Precio: ₡375 MILLONES
¡Una oportunidad única para invertir en el paraíso! ✨
📞 Contáctanos para más información. Whatsapp 7050 2236 
Pcanina
#Inversión #OportunidadDeNegocio #AguasZarcas #HotelYRestaurante #PropiedadesEnVenta #Emprendimiento #InvertirEnCostaRica #InmueblesDeLujo #NegocioRentable",1,375000000.0,1,"Aguas Zarcas, Aguas Zarcas, 21004, Alajuela, Costa Rica","https://www.google.com/maps?q=10.3743603,-84.342915",10.3743603,-84.342915,800m²,,estacionamiento,Cantón de San Carlos,Aguas Zarcas,CRC,,,,,10.0,,,,,800.0,,,,,,,,,,,,,,,,,
